country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Paraguay,50,13982467,647931438,306,55692495,60969548,-5277050,32256367,44673197,64228333,64517067,50161140,27983788,75722051,63699215,57086025,78724940,78288349,88774219,49916632,53628704,45343739,58045100,69743858,35485585,57969074,47854827,56972608,47179095,39391000,48974966
Paraguay,75,7538799,444175078,366,37170015,34006260,3163756,23604467,33876078,46211816,50592464,35901192,18611303,49037700,33590722,28506058,43511542,48941886,59869450,37131902,35514125,27160753,37230193,50624522,20946835,42807796,35687193,41640953,32568167,25076284,33436970
Peru,30,78063555,10486926134,618,115380389,169715687,-54335300,54543255,50637735,46911083,64451339,102239102,57184646,73795211,84179031,114352175,92833722,81381727,174955317,135890695,130652799,104988206,144518021,182944603,134805946,149312950,178523779,145564258,152967936,146111889,165383892
Peru,50,76808371,10429129301,643,114674095,164395892,-49721798,54375888,50444495,46740151,64262853,101945431,57001302,73606461,83976028,114045249,92567810,81141460,174276318,135140126,129846358,104348608,143366957,181016167,133887162,148419427,177295180,144577591,151624738,144474940,163797576
Peru,75,74452238,10281696554,677,112688931,155722683,-43033751,53933690,49941978,46283881,63704059,100892201,56436930,73056309,83402682,113176464,91877899,80472767,172346599,133255197,127508038,102378284,139978587,175265784,131166146,145699479,173715231,141616209,148114543,140519542,159791838
Philippines,30,18599368,1946483799,513,38669948,96639945,-57969998,20779325,19356997,20974624,29863417,30019282,34607163,40203189,23724553,36750505,61507389,21040253,36942261,36719428,62610380,39042543,76805890,69090880,42765495,39020198,38981725,30304520,54071101,26598960,36298665
Philippines,50,17415115,1871492106,531,37949146,89580521,-51631373,20532374,19121046,20787098,29662830,29752418,34364220,39881876,23597544,36401790,60908361,20919894,36531598,36105503,61229658,38185019,74798364,67347633,41595051,38070735,37981643,29531442,53006359,25710825,34756227
Philippines,75,14110071,1610910781,567,33418961,69184757,-35765796,19138428,17732595,19544092,28170366,27869920,32446365,37476744,22446321,33805211,56637388,19927872,34068549,32366921,52650861,32101139,61465341,55858810,34470647,31835021,31646355,24773319,46756014,21070458,27796305
Poland,30,10439497,590910266,215,23687900,83717207,-60029308,5502368,9282885,9846337,12784117,27111930,12287971,19744169,16925794,16651190,26355064,21449970,20758949,13130702,21696376,16687587,34674364,39194003,39951389,33064328,32938218,34978717,33167858,36018920,34306363
Poland,50,9529738,572980265,238,23194911,77019243,-53824332,5442466,9152499,9683195,12523850,26726285,12072022,19479317,16682811,16417531,26027645,21220792,20503921,12822389,21134099,16281135,33810329,38151591,38838468,32340589,32133103,34225919,32260016,35175279,33572616
Poland,75,6471970,429682959,273,18150673,53468061,-35317387,4894266,8040395,8368917,10726235,23176793,10406919,17032373,14533828,14501647,23264548,19099361,18091509,9052965,14988407,11596871,24741713,27650131,26792035,24240171,23795817,25449945,23849597,26064809,25256905
Portugal,30,2302483,124047487,263,16510255,12733631,3776624,6238825,8790764,6131924,14289213,10048989,12444494,12143042,11950672,13756169,16000772,9736562,17649669,15803649,21319225,16153237,30580443,40813489,31349872,13441808,22621372,15991336,16468761,15176846,17344980
Portugal,50,1589979,98958039,295,13732797,8957024,4775773,5462732,7736948,5340724,12203322,8931154,11173798,11009265,10872721,12600356,14741978,9054383,15793143,12963801,17484703,13067899,24589149,31820427,25284020,10362332,18006408,12635058,12718743,11909724,13824340
Portugal,75,914496,65649149,343,9324360,5412859,3911503,3811719,5523351,3834343,8386587,6481966,8140334,7936173,8017349,9415187,11131999,7154990,12069840,8389677,11336759,8331349,15845639,20131829,16682378,6342959,11409340,8261541,8199965,7738743,9210638
Republic of the Congo,30,26388421,3069454308,363,28297431,97695341,-69397911,14727545,13232098,10171923,7108826,10268920,12720147,16401976,9156536,10243938,25722416,16477829,18974574,31542740,42506474,27471454,59853900,39196492,38769983,45800154,40526608,36591675,38056276,43754621,69861224
Republic of the Congo,50,23943344,2995606267,404,26223528,79381865,-53158338,14395256,12933468,9960677,6783319,9997762,12417342,15823468,8520281,9526179,24469895,15647271,17896826,29351344,39457257,24877337,55957212,36041830,36356200,42029940,37241816,31321151,35034094,38188650,65136078
Republic of the Congo,75,21417585,2835754423,491,18053801,63836994,-45783193,11756531,10620789,8473036,4746094,7895327,10211401,11694102,5962668,6887848,18494041,12148653,13735846,20759744,28195660,15991440,39973781,23854146,23244494,28080177,23879896,17821408,23606940,21969800,43287411
Romania,30,7915160,545013407,282,9183214,71809984,-62626770,6779037,6646008,3769051,7775184,8425058,5778514,16573331,8069908,7425720,8341960,8108246,14218449,5917403,9278622,5437696,11920183,9967165,10346541,6624843,15394682,8111700,9157701,14598238,11731901
Romania,50,7383115,532222755,316,9119062,67724487,-58605425,6761449,6615264,3749703,7745462,8396056,5754064,16469255,8040993,7392140,8319757,8060097,14092599,5842763,9180951,5390256,11825635,9863531,10280082,6571292,15299796,8048433,9065672,14477789,11614448
Romania,75,6284177,480809353,339,8667061,58561535,-49894472,6623592,6371442,3606772,7534139,8199017,5596989,15793032,7859936,7153853,8149227,7808323,13458832,5336949,8494832,4991210,11147063,9177793,9694892,6121729,14565095,7537550,8433576,13535783,10817848
Russia,30,761226509,29040851400,203,624226647,1998130931,-1373904282,295423570,364215604,388617247,577999413,332079204,386748261,442230296,506956245,416266680,419105115,556508306,916106215,836566178,666007115,442670469,844185715,993387228,1109955371,599855140,821908870,884287029,711745212,654995100,813619967
Russia,50,601267948,26086026360,227,542164852,1629060769,-1086895916,254114997,313322956,328002371,502503070,312196635,359809092,419227589,467953532,382199705,387710645,510359811,824567423,724475470,555514970,392064006,715131051,918121194,961726572,517190918,652307071,696727255,610910634,555229278,650590226
Russia,75,330492050,17428359167,264,380444489,956697238,-576252750,178323900,205576115,208072517,361916345,261695339,285120626,350614249,366861017,316436253,327027369,427504804,617127867,475601815,352371472,277161554,448868410,671598351,675106197,360327933,434465061,389398564,384335010,369219484,385937484
Rwanda,30,497955,30920496,284,1490404,4912641,-3422237,606078,327542,436047,454975,362547,330207,645365,560294,730636,1235343,540162,611261,1450537,1909620,1619678,2081850,2030917,3486762,2154476,2607037,2755179,2476342,2920440,3436393
Rwanda,50,204431,19484665,401,920245,1912800,-992555,507246,229060,340044,340990,271633,237704,457115,418922,568675,842670,426446,409483,731084,1123339,1016662,1343167,1148019,2137913,1336507,1605028,1686584,1343540,1671046,1893030
Rwanda,75,87913,10984965,571,403029,702982,-299952,256070,94106,151055,137070,113640,91817,173035,192401,252962,320210,175051,149157,253464,461510,429479,535670,510549,884278,612933,723052,856398,590678,779991,928139
Réunion,30,170474,15770174,347,113596,11137,102459,17148,252415,70633,0,127820,353200,0,7506,103813,120326,272149,396056,695006,303735,2935,3555,0,0,0,0,0,0,0,0
Réunion,50,131488,13468618,390,92447,8306,84143,16650,235576,65182,0,121943,339069,0,7095,98998,113544,242119,330856,427578,216560,729,2837,0,0,0,0,0,0,0,0
Réunion,75,74202,8745978,466,42699,3174,39526,10275,88889,17874,0,85676,234184,0,3505,68855,69288,102123,129924,110030,103435,0,735,0,0,0,0,0,0,0,0
Saint-Barthélemy,30,621,28572,46,20,3890,-3870,0,0,0,34,16,0,0,44,0,86,0,46,128,84,22,0,28,0,0,0,0,0,0,0
Saint-Barthélemy,50,484,22812,47,16,3048,-3032,0,0,0,34,16,0,0,44,0,86,0,46,77,57,0,0,28,0,0,0,0,0,0,0
Saint-Barthélemy,75,307,15481,50,10,1967,-1957,0,0,0,34,0,0,0,23,0,21,0,46,52,30,0,0,28,0,0,0,0,0,0,0
Saudi Arabia,30,7,288,42,1,11706,-11705,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,50,7,286,42,1,11705,-11705,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,75,0,0,0,1,11702,-11701,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Senegal,30,39568,1627167,208,88063,3589700,-3501638,40931,99579,14659,45063,53836,18911,70019,90326,58058,57564,40320,29143,183404,130064,101313,93343,147741,98756,80136,225622,90194,121651,107996,114873
Senegal,50,2065,102248,222,36934,3534372,-3497438,26087,68767,6994,20976,42361,10044,30198,33625,19997,22986,16738,10246,93658,51192,29443,30981,53744,27115,12413,35103,47689,49313,69699,77051
Senegal,75,51,3308,193,30588,3532611,-3502022,21146,53260,4281,8404,33438,7064,21202,9459,13231,13669,7675,6646,89194,48526,26633,27457,47879,23630,10085,25576,44622,46636,68824,75591
Serbia,30,2730305,204241562,346,1613110,23562128,-21949016,940083,446749,360255,1112067,660796,829721,902033,1403491,1159024,1127905,1054873,1548304,1225741,2183014,1386104,2378942,1767371,2091187,2052587,2666264,2135477,2450752,4428608,2403300
Serbia,50,2504398,198291873,371,1591616,21743637,-20152020,936437,444698,358840,1107119,657958,825529,893763,1390700,1155192,1124570,1047822,1524237,1198878,2149375,1368995,2348555,1733759,2058302,2017276,2630792,2106393,2413833,4353822,2351936
Serbia,75,1918042,165844262,409,1408222,16946962,-15538742,908869,429928,349075,1074239,641243,801345,854535,1322678,1126197,1099315,1014078,1436178,1006629,1859667,1167031,2020551,1432161,1754343,1696968,2291560,1789779,2045369,3681403,1994173
Sierra Leone,30,5617880,329703172,345,44916971,35904578,9012393,7790305,5945866,3842980,1767383,2976562,12664690,10150775,9968793,14453209,4211311,15942022,7652798,77127588,74355289,111084557,84434248,115633850,95499974,91245673,80918307,59589028,64201353,53116012,73434740
Sierra Leone,50,3589288,229830894,397,35492743,25836709,9656034,7270058,5548062,3532046,1602642,2646841,11365141,9431376,9372285,13388938,3922712,14062813,6515145,61995204,56773905,85255699,64617863,91537796,74013800,70481937,62246649,47169119,50885838,41740597,56449365
Sierra Leone,75,242583,26161701,643,3400129,5398299,-1998169,3824264,2178240,1456812,571587,927664,4191704,3477944,3649706,4148239,1208539,4359037,687444,3977960,3278147,5682189,4592156,6057857,4486462,3356150,3257831,3931864,4222032,3699374,4379906
Slovakia,30,2396835,185704907,328,5351321,21112586,-15761266,1547799,1741096,1579602,2053636,11788640,3598699,4440673,6309194,5240115,8312315,5488008,4596424,2587920,8628068,2714916,9059955,7672600,9969839,6113176,6993846,3670178,3208152,6198587,4918266
Slovakia,50,2298120,183217700,346,5328579,20270780,-14942200,1542889,1735427,1572911,2045923,11742261,3586766,4422285,6283192,5223385,8286212,5467471,4575092,2569391,8583357,2696759,9026136,7636992,9935530,6088479,6965661,3651460,3186456,6166899,4894989
Slovakia,75,2016783,168878535,369,5099786,17909225,-12809440,1482999,1666619,1494843,1959130,11214046,3457738,4201224,6002629,5055996,8017782,5236806,4382341,2395728,8163101,2534734,8640755,7286169,9559384,5820212,6700441,3509595,3031474,5900212,4680900
Slovenia,30,1291918,111707332,333,1466610,12802694,-11336085,266201,321305,221897,582648,923123,593518,996599,945284,1042704,751774,761423,444338,327819,3052206,580838,3149557,2890812,4893792,2012791,2334209,1345117,1493976,2878525,2388153
Slovenia,50,1245580,110231212,347,1455810,12316519,-10860710,263596,318394,219451,576358,908649,586218,988285,935264,1034294,747093,756081,435611,321091,3041812,576019,3137336,2871442,4878764,1999556,2320008,1329177,1471663,2854226,2369027
Slovenia,75,1115284,103267380,366,1385704,10999922,-9614216,238347,295468,197052,538223,831344,540927,908538,868761,968574,709327,712041,391442,288471,2973074,553081,3058582,2769220,4752107,1902902,2232909,1245616,1324220,2702146,2254533
Solomon Islands,30,2741593,406620658,619,7378427,7911606,-533179,1626322,2884713,1732692,2631458,4834251,3769178,4216469,5973751,4285457,4636182,4185212,6418842,6828955,12230373,11058276,13100637,14663084,13381405,12272076,11023281,9061023,10756719,7209361,8302538
Solomon Islands,50,2731791,406083491,624,7371529,7862165,-490635,1625893,2883274,1731650,2630914,4832471,3767892,4215222,5972136,4283433,4634182,4183268,6415009,6819235,12211510,11044730,13078966,14651147,13371331,12261891,11015515,9052561,10745620,7197333,8291530
Solomon Islands,75,2687645,402780019,632,7316232,7650762,-334530,1618961,2868684,1721498,2619629,4806647,3751706,4199029,5950092,4256372,4607696,4162771,6381981,6754373,12064684,10927084,12931782,14559336,13301799,12170044,10946537,8986471,10645684,7133542,8223184
Somalia,30,87128,2390712,136,44250,253940,-209690,81120,54351,25718,45912,53217,25204,54923,53270,70037,34907,43881,39361,64277,25729,13775,18833,67293,10053,81083,36186,45035,38945,34553,44363
Somalia,50,15648,594566,198,20614,91879,-71265,48023,28418,16008,21837,14273,12627,20998,23228,38974,23241,25993,15758,24902,8401,5586,7545,33144,4328,39851,11372,17729,14343,11956,26208
Somalia,75,1090,48192,219,4763,61063,-56299,19273,6726,5056,4961,2171,1852,2895,1880,5468,6405,5076,2412,3731,1270,427,876,2737,217,2657,2210,6905,6820,7438,14848
South Africa,30,5983121,403715292,370,43562934,34033895,9529038,37409394,23601961,50154707,39024128,63681481,62185421,26681516,54729857,44650406,41182788,48164026,61445473,35464043,46389525,44379630,50483922,58266072,43120900,45498435,40495035,42062594,33613668,25806448,27019001
South Africa,50,3163005,281636299,497,37911448,22435794,15475654,35416227,22459111,48023029,36990147,60948898,59146094,24867937,51891410,42510558,39075671,45445115,56726544,28726470,36934362,35530350,39274039,45784999,33412337,34333972,30822762,33603136,26724786,20438208,20788567
South Africa,75,1082118,130213245,684,23016769,11263452,11753317,20376187,12717974,28936017,22235130,41615958,39749843,15886343,35445500,30213463,27668633,31557708,38515753,16061960,20263141,19492293,20884868,24917714,17241611,15242569,14087137,19191475,15890017,12484354,11726782
South Korea,30,5368013,278452331,229,4851060,24580199,-19729137,1413778,1225319,1025769,3212740,2518943,3067472,2403550,4409451,5094753,4978254,4029461,5611613,2972739,4455622,5967721,7822462,7324163,7761303,6957976,6744730,6056834,8228664,7437648,5704490
South Korea,50,4518622,248603581,245,4208171,20702511,-16494339,1179449,1044375,848604,2747885,2121075,2569935,2056669,3787851,4522113,4562705,3734152,5147563,2514523,3836812,5208501,6754061,6345436,6662018,6077706,5764347,5211154,7180664,6292197,4826314
South Korea,75,1668978,115637214,257,1746047,7640587,-5894542,571103,528237,407805,1306926,1017596,1209666,1053402,1854409,2185142,2484841,2197025,3127659,714064,1306354,1867899,2440255,2330636,2420393,2250831,2128266,1952340,2584815,2213073,1752382
South Sudan,30,11386557,475400873,164,1996483,38583536,-36587054,1407376,2101541,612857,2794697,2742918,2420046,2792571,2516102,2350662,1299019,3013154,2181994,1635285,2401777,937579,1712417,2943054,1121066,1635126,1095199,1309369,1618403,2774247,2499139
South Sudan,50,4111869,218238296,225,1390818,21951543,-20560725,1023677,1317109,401452,1696592,1560821,1311107,1753945,1431350,1361799,905812,2132222,1299623,1029157,1792673,777727,1494019,2468130,937965,1271795,937876,1094966,1338823,2167337,1873673
South Sudan,75,177994,19309936,411,382253,5660133,-5277878,479076,409737,171847,509843,378955,416324,510337,326251,352401,311356,685681,370339,149047,299093,210503,371736,640536,206229,414583,277659,315104,359646,576714,431090
Spain,30,11018935,705887135,286,27413106,82290544,-54877437,9700002,10974290,7039084,19458307,13798740,22411306,22057855,17028548,24310689,21497045,15554106,24573076,23926448,29646749,25876959,42592105,35445044,51934863,32162285,46460004,38435666,46144639,37419391,39467337
Spain,50,8099440,574495539,319,23927237,60280549,-36353312,8717306,9678321,6197958,17187448,12113827,20299903,20388665,15822777,22228275,20054591,14547915,21308259,20147954,25577836,22247570,36777371,29845574,45312387,28032732,40175756,33058577,37996210,31943177,34593317
Spain,75,5246620,421203143,359,17389978,39746538,-22356560,6747559,7013176,4377928,12219553,8657285,14643328,15564282,12207770,16487128,15545520,11804938,16399997,13724487,17719345,15385118,25519357,20787986,33600876,20534956,29375943,23937203,26677073,22932988,25495709
Sri Lanka,30,3939917,297223404,344,3877965,14820560,-10942595,1577358,1385553,1311805,2078951,2086892,3282592,3852633,2794673,5022983,2720994,5379243,5633243,2770785,4766749,2884660,6853302,5690783,5413745,4327782,4610848,5358620,3564151,4798807,4904016
Sri Lanka,50,3546032,276569948,357,3602258,13319281,-9717023,1518219,1318671,1267834,1900032,2001849,3103554,3554253,2668974,4656866,2610836,5048018,5270968,2516830,4304772,2737038,6279743,5292291,4986007,4049837,4238094,4995819,3314557,4351929,4467185
Sri Lanka,75,2617449,218711465,386,2563773,9719367,-7155594,1252007,1034135,1049223,1284315,1605965,2332767,2384210,2021765,2953607,1947431,3569102,3997750,1719636,2964533,1998522,4340097,3878283,3521552,2951493,2919451,3511076,2334892,2928757,3029990
Sudan,30,72713,3591171,175,16633,1016590,-999957,8495,20037,6086,3703,27924,1381,51942,16475,23553,13478,58473,4060,2903,1748,2415,7554,20704,4802,17909,21449,16495,15083,22586,29910
Sudan,50,1171,82461,199,3023,839125,-836103,1721,2550,2456,455,2441,476,8426,2157,4622,863,7913,703,315,191,57,68,0,0,0,11,474,726,15275,20644
Sudan,75,1,82,136,1794,836724,-834928,882,1011,386,364,319,170,488,266,445,417,548,175,232,191,57,68,0,0,0,11,474,697,15247,20644
Suriname,30,13949796,2216565498,543,8602059,28266790,-19664730,2730339,2721664,3033442,3819584,2388417,2427269,2594582,5565451,5174467,5232041,4396111,14522071,6917462,10955315,8629962,11984481,13381562,14259183,13775264,11310642,9517590,11476186,18950180,20686142
Suriname,50,13913252,2215242660,550,8575988,28058550,-19482561,2727224,2716177,3011541,3802959,2383251,2421848,2588592,5553706,5147369,5219745,4390575,14496103,6905000,10919064,8611961,11939691,13347974,14234341,13748708,11286077,9498304,11459574,18836284,20577647
Suriname,75,13856520,2212680184,559,8525197,27751975,-19226778,2718344,2703144,2973751,3762592,2363930,2405148,2571641,5519357,5094672,5193407,4377016,14424941,6871442,10843919,8571303,11863743,13284940,14183374,13690801,11235263,9469688,11416836,18683068,20382419
Swaziland,30,469223,27022392,206,2986370,2083666,902705,3776115,2297556,3434010,3293411,2946536,6059628,4607217,3118396,7639860,4250070,1537521,2171284,1723526,3050929,2328608,3458311,3977929,1361643,2378270,1722604,2317967,1489252,1300559,1431679
Swaziland,50,199649,17843275,289,2710040,1087932,1622108,3676427,2234640,3333405,3196149,2867474,5816150,4510135,3026485,7385779,4017960,1430862,2058903,1530020,2620004,1978375,2843708,3211679,1074156,1837950,1308247,1842570,1185025,1015884,1038968
Swaziland,75,60240,8097660,443,1892862,513488,1379373,2654645,1713604,2398296,2416577,2178292,4501200,3782239,2337797,5884446,2807110,985432,1467251,974013,1610675,1376357,1703380,1766374,583126,743129,628733,1159393,788610,465519,502476
Sweden,30,27883711,891007212,161,65515636,135830646,-70315010,27716825,34541088,18866939,55937719,54431192,54299661,41207961,67200839,49709531,62434497,51676867,58598396,49557256,61127424,56432378,82009016,89263754,79388795,93099561,97195334,97594983,98416736,95079774,96588766
Sweden,50,24023216,818989339,173,64490906,117784859,-53293953,27455769,34203375,18711760,55449764,53897510,53766910,40883364,66476764,49401668,62113982,51427179,58170612,48767326,60032637,55459321,80267829,87318297,77751289,91308149,95204037,95797529,96436916,93128085,94351669
Sweden,75,15424343,597027697,190,56533933,75392145,-18858213,25387173,31630606,17525432,51826336,50637203,50535805,38898121,62356373,47160393,59494512,49478784,54986178,41447263,50553156,46711570,66899367,72428345,64867919,76634056,79442731,80778066,81023724,77992471,78118821
Switzerland,30,1543999,126744276,383,1220216,11172361,-9952148,545663,414509,200082,1751803,1198961,1052208,950224,1234321,1159443,911051,1069616,826214,409521,789110,418907,921379,1407144,1806993,1951944,2433595,2100877,1218934,1900206,2612476
Switzerland,50,1444950,122875477,400,1211402,10503539,-9292138,541058,411222,197422,1737630,1194020,1045940,944751,1226949,1152219,904939,1065815,820515,402442,778161,414559,914267,1392648,1791097,1937146,2424983,2085563,1211321,1887772,2591190
Switzerland,75,1134016,104881217,435,1129129,8298736,-7169606,498072,376810,179566,1615194,1131478,992248,897110,1149729,1083285,849987,1013022,770011,359558,695767,378483,842674,1271688,1658357,1793279,2324007,1945517,1122780,1747556,2402923
Syria,30,105940,5472811,201,286065,387788,-101723,66266,40971,30096,28098,175654,57661,294138,181054,34493,52212,46721,1017338,266899,230314,612680,419073,544845,253950,307807,638190,688741,141433,479102,257840
Syria,50,82138,4539639,214,251049,302034,-50984,59439,36737,26336,24846,158722,52340,282211,169939,29113,47085,41769,921448,235159,197251,547027,367414,465200,223721,268170,552552,555939,123064,425366,214346
Syria,75,45522,2780117,236,162905,168355,-5450,44743,29100,17799,16472,98979,41481,247401,145254,18646,36794,30067,675045,151825,117742,330305,231543,276054,130910,164580,334072,312009,72492,259316,127072
São Tomé and Príncipe ,30,14214,1663717,117,1941,114873,-112932,46577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe ,50,13223,1598387,121,1938,106657,-104720,46504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe ,75,10744,1377838,128,1926,86106,-84179,46233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,30,60257,2954519,142,4132,356910,-352778,16209,10701,9038,5405,8428,5558,3875,9586,10529,3338,5970,7471,418,222,0,0,28,19,24,127,11,23,1990,178
Tajikistan,50,19344,1099989,160,3018,134889,-131872,13874,8163,7209,4275,6375,3949,2279,6421,7691,2473,3930,5038,306,83,0,0,0,6,24,55,11,5,191,62
Tajikistan,75,6245,423768,199,1389,66629,-65240,7414,4106,2599,1605,2403,2126,1032,2493,3653,998,1362,3142,230,26,0,0,0,0,0,55,11,5,17,62
Tanzania,30,26405606,1586605029,400,51776042,76864864,-25088821,30464022,29459830,28046074,21848381,30385512,26918262,40811434,53623451,47350384,48452888,47775829,53402768,61164915,68599702,39271417,54340533,69627982,60818654,51708241,69947244,65334728,63981138,90072903,89218730
Tanzania,50,9700378,755989314,508,29145636,30397136,-1251500,24031899,21804831,18400004,15468484,19130301,16765004,22607928,33571399,25221133,32426148,25633909,31468645,33926877,37208321,19499315,27998849,37484465,31158930,29116043,34865597,35143586,35051185,47639079,43873312
Tanzania,75,1231552,136317991,654,7560079,8845088,-1285009,10831771,6349867,4942714,3660960,4606192,3714496,4650074,6285565,4856684,8499927,6263014,6628093,7298832,8016650,3935767,5553438,8084553,6525874,7251103,8682198,12182203,12989125,16162505,13470305
Thailand,30,19955449,2060674935,469,70714745,93513641,-22798896,19745119,33420707,31889084,50345983,47936056,55307163,51572011,45892046,76164790,78751701,53946402,64065250,50751594,84774834,74918744,106550579,127926805,88417208,83822585,78590912,90065989,83646886,108503234,110148206
Thailand,50,17960554,1925964984,486,65953953,83855152,-17901200,18700100,31178798,29670048,46755090,45985625,51375732,48388298,43910362,72095648,74833135,50463587,58300399,47143079,79324055,70618164,99264140,120203396,82497920,76907947,72012354,83810009,77361394,100088059,102007551
Thailand,75,11039750,1293833884,517,45631603,55764704,-10133100,14683016,22598885,21610841,34274711,37231748,37490424,35245636,32803815,53362614,57104945,36927406,40150806,31091114,52644643,46839963,64731201,79809181,54013705,48024372,45503484,56803677,52820724,68308330,71083236
Timor-Leste,30,726235,67999440,281,784540,3118240,-2333700,418099,954463,427488,1205413,779280,1733223,911667,484374,1542921,388298,816332,1135056,233254,953904,429049,642689,885130,646722,771959,757623,790186,613035,803547,505255
Timor-Leste,50,616899,61320674,298,740772,2658888,-1918116,413603,941691,421232,1182557,769566,1714971,899784,475995,1511850,381007,793832,1106936,207123,840813,372377,573274,793766,585017,691030,683454,722078,559615,700180,436778
Timor-Leste,75,429791,46627577,325,616234,1857637,-1241402,387685,880555,395449,1068073,723831,1588796,819686,424338,1385972,350535,665411,1001808,145541,582880,250739,415697,559866,409742,476145,497477,554856,418957,479337,306260
Togo,30,551477,28509119,159,1717861,3798809,-2080948,779190,563613,632794,837974,671927,533857,1147216,417737,1927093,200773,539224,670283,1328272,1178374,465027,1796735,3956670,3746605,3060906,3168298,3624232,3286319,2923071,3772465
Togo,50,122729,7675259,187,479698,1311231,-831533,300063,149794,155997,185631,99996,119000,372712,107817,236789,69796,208996,166592,333110,276384,104326,595005,1112496,892489,771345,851962,1184913,1062119,1000870,1154543
Togo,75,437,45510,296,87613,359292,-271678,63811,33772,15229,6348,7060,11975,18257,5555,12964,3704,7892,9957,56205,72215,15915,76512,96497,82437,51420,100633,328732,337312,370391,317922
Tunisia,30,223929,12502287,323,330780,1068791,-738010,61723,61800,417778,96070,180590,96159,233017,175480,280321,108417,482095,327041,223402,450923,343252,273700,1497559,229436,161715,210176,391262,535459,701180,400161
Tunisia,50,178538,10291840,330,286244,846073,-559827,57286,55264,349630,87724,162230,86025,213037,155347,252475,96896,436695,307355,196484,367440,287401,220785,1304541,193179,131121,184873,359470,460040,565451,339117
Tunisia,75,107347,6650540,350,193106,497042,-303935,47964,42495,196471,70376,128352,64359,172637,123029,203013,76858,338350,244359,138225,209309,167662,124732,832194,113608,85696,119276,273991,300241,342592,218769
Turkey,30,10060813,548887878,259,9919869,39571178,-29651308,5362695,6036879,4257555,7475946,5204962,6346024,6554116,7043477,7658614,4883784,6796274,7782225,6273063,6394866,8791859,8208235,11102147,12782284,13714903,15988571,25294420,18513419,20749663,14860885
Turkey,50,8213996,472904479,274,8224083,32877939,-24653857,4713886,5267067,3688829,6468480,4585410,5489375,5510122,5885903,6651119,4205199,5804439,6675750,5229695,5239457,7408403,6658462,8987470,10475817,11143962,12783712,20427247,14683960,17237746,12156469
Turkey,75,5909712,363592477,295,5634359,23985833,-18351476,3744880,4072111,2821163,4656620,3394997,3981420,3729664,3866554,4587312,2899761,4123877,4894731,3574670,3538655,5193816,4428208,5966673,7117764,7346401,8260623,13387754,9159125,12102092,8375753
Turkmenistan,30,10179,494163,98,5146,12848,-7702,12298,29451,17006,7881,7714,3783,10095,22055,3399,2663,4512,2408,87,138,0,0,8,0,0,0,0,0,0,0
Turkmenistan,50,5851,303898,104,3647,5823,-2177,6943,20812,12125,6559,5918,3132,4221,19010,2385,2394,2042,1888,4,75,0,0,8,0,0,0,0,0,0,0
