country,threshold,driver,year,tc_loss_ha
Solomon Islands,30,Logging,2018,14913
Solomon Islands,30,Logging,2019,13144
Solomon Islands,30,Logging,2020,11253
Solomon Islands,30,Logging,2021,8924
Solomon Islands,30,Logging,2022,9767
Solomon Islands,30,Logging,2023,7103
Solomon Islands,30,Logging,2024,8306
Solomon Islands,30,Other natural disturbances,2001,85
Solomon Islands,30,Other natural disturbances,2002,130
Solomon Islands,30,Other natural disturbances,2003,77
Solomon Islands,30,Other natural disturbances,2004,83
Solomon Islands,30,Other natural disturbances,2005,174
Solomon Islands,30,Other natural disturbances,2006,161
Solomon Islands,30,Other natural disturbances,2007,144
Solomon Islands,30,Other natural disturbances,2008,355
Solomon Islands,30,Other natural disturbances,2009,528
Solomon Islands,30,Other natural disturbances,2010,309
Solomon Islands,30,Other natural disturbances,2011,355
Solomon Islands,30,Other natural disturbances,2012,588
Solomon Islands,30,Other natural disturbances,2013,795
Solomon Islands,30,Other natural disturbances,2014,2112
Solomon Islands,30,Other natural disturbances,2015,1110
Solomon Islands,30,Other natural disturbances,2016,967
Solomon Islands,30,Other natural disturbances,2017,886
Solomon Islands,30,Other natural disturbances,2018,514
Solomon Islands,30,Other natural disturbances,2019,507
Solomon Islands,30,Other natural disturbances,2020,462
Solomon Islands,30,Other natural disturbances,2021,264
Solomon Islands,30,Other natural disturbances,2022,475
Solomon Islands,30,Other natural disturbances,2023,302
Solomon Islands,30,Other natural disturbances,2024,315
Solomon Islands,30,Permanent agriculture,2001,93
Solomon Islands,30,Permanent agriculture,2002,125
Solomon Islands,30,Permanent agriculture,2003,132
Solomon Islands,30,Permanent agriculture,2004,67
Solomon Islands,30,Permanent agriculture,2005,557
Solomon Islands,30,Permanent agriculture,2006,1044
Solomon Islands,30,Permanent agriculture,2007,721
Solomon Islands,30,Permanent agriculture,2008,530
Solomon Islands,30,Permanent agriculture,2009,393
Solomon Islands,30,Permanent agriculture,2010,301
Solomon Islands,30,Permanent agriculture,2011,443
Solomon Islands,30,Permanent agriculture,2012,846
Solomon Islands,30,Permanent agriculture,2013,977
Solomon Islands,30,Permanent agriculture,2014,903
Solomon Islands,30,Permanent agriculture,2015,913
Solomon Islands,30,Permanent agriculture,2016,975
Solomon Islands,30,Permanent agriculture,2017,449
Solomon Islands,30,Permanent agriculture,2018,348
Solomon Islands,30,Permanent agriculture,2019,626
Solomon Islands,30,Permanent agriculture,2020,589
Solomon Islands,30,Permanent agriculture,2021,374
Solomon Islands,30,Permanent agriculture,2022,477
Solomon Islands,30,Permanent agriculture,2023,435
Solomon Islands,30,Permanent agriculture,2024,269
Solomon Islands,30,Settlements & Infrastructure,2001,25
Solomon Islands,30,Settlements & Infrastructure,2002,79
Solomon Islands,30,Settlements & Infrastructure,2003,48
Solomon Islands,30,Settlements & Infrastructure,2004,41
Solomon Islands,30,Settlements & Infrastructure,2005,102
Solomon Islands,30,Settlements & Infrastructure,2006,54
Solomon Islands,30,Settlements & Infrastructure,2007,112
Solomon Islands,30,Settlements & Infrastructure,2008,111
Solomon Islands,30,Settlements & Infrastructure,2009,71
Solomon Islands,30,Settlements & Infrastructure,2010,93
Solomon Islands,30,Settlements & Infrastructure,2011,45
Solomon Islands,30,Settlements & Infrastructure,2012,135
Solomon Islands,30,Settlements & Infrastructure,2013,75
Solomon Islands,30,Settlements & Infrastructure,2014,91
Solomon Islands,30,Settlements & Infrastructure,2015,107
Solomon Islands,30,Settlements & Infrastructure,2016,131
Solomon Islands,30,Settlements & Infrastructure,2017,174
Solomon Islands,30,Settlements & Infrastructure,2018,96
Solomon Islands,30,Settlements & Infrastructure,2019,97
Solomon Islands,30,Settlements & Infrastructure,2020,68
Solomon Islands,30,Settlements & Infrastructure,2021,51
Solomon Islands,30,Settlements & Infrastructure,2022,54
Solomon Islands,30,Settlements & Infrastructure,2023,52
Solomon Islands,30,Settlements & Infrastructure,2024,51
Solomon Islands,30,Shifting cultivation,2001,1015
Solomon Islands,30,Shifting cultivation,2002,1379
Solomon Islands,30,Shifting cultivation,2003,903
Solomon Islands,30,Shifting cultivation,2004,1214
Solomon Islands,30,Shifting cultivation,2005,2413
Solomon Islands,30,Shifting cultivation,2006,1467
Solomon Islands,30,Shifting cultivation,2007,1499
Solomon Islands,30,Shifting cultivation,2008,2100
Solomon Islands,30,Shifting cultivation,2009,1598
Solomon Islands,30,Shifting cultivation,2010,1861
Solomon Islands,30,Shifting cultivation,2011,1397
Solomon Islands,30,Shifting cultivation,2012,2015
Solomon Islands,30,Shifting cultivation,2013,2191
Solomon Islands,30,Shifting cultivation,2014,4004
Solomon Islands,30,Shifting cultivation,2015,3290
Solomon Islands,30,Shifting cultivation,2016,3266
Solomon Islands,30,Shifting cultivation,2017,2894
Solomon Islands,30,Shifting cultivation,2018,1896
Solomon Islands,30,Shifting cultivation,2019,2121
Solomon Islands,30,Shifting cultivation,2020,2167
Solomon Islands,30,Shifting cultivation,2021,2329
Solomon Islands,30,Shifting cultivation,2022,3659
Solomon Islands,30,Shifting cultivation,2023,1619
Solomon Islands,30,Shifting cultivation,2024,2082
Solomon Islands,30,Wildfire,2001,0
Solomon Islands,30,Wildfire,2002,2
Solomon Islands,30,Wildfire,2003,1
Solomon Islands,30,Wildfire,2004,0
Solomon Islands,30,Wildfire,2005,1
Solomon Islands,30,Wildfire,2006,0
Solomon Islands,30,Wildfire,2007,0
Solomon Islands,30,Wildfire,2008,0
Solomon Islands,30,Wildfire,2009,2
Solomon Islands,30,Wildfire,2010,0
Solomon Islands,30,Wildfire,2011,6
Solomon Islands,30,Wildfire,2012,59
Solomon Islands,30,Wildfire,2013,25
Solomon Islands,30,Wildfire,2014,23
Solomon Islands,30,Wildfire,2015,48
Solomon Islands,30,Wildfire,2016,404
Solomon Islands,30,Wildfire,2017,23
Solomon Islands,30,Wildfire,2018,26
Solomon Islands,30,Wildfire,2019,22
Solomon Islands,30,Wildfire,2020,19
Solomon Islands,30,Wildfire,2021,4
Solomon Islands,30,Wildfire,2022,26
Solomon Islands,30,Wildfire,2023,9
Solomon Islands,30,Wildfire,2024,10
Sierra Leone,30,Hard commodities,2001,112
Sierra Leone,30,Hard commodities,2002,57
Sierra Leone,30,Hard commodities,2003,34
Sierra Leone,30,Hard commodities,2004,18
Sierra Leone,30,Hard commodities,2005,68
Sierra Leone,30,Hard commodities,2006,537
Sierra Leone,30,Hard commodities,2007,330
Sierra Leone,30,Hard commodities,2008,272
Sierra Leone,30,Hard commodities,2009,235
Sierra Leone,30,Hard commodities,2010,75
Sierra Leone,30,Hard commodities,2011,544
Sierra Leone,30,Hard commodities,2012,71
Sierra Leone,30,Hard commodities,2013,936
Sierra Leone,30,Hard commodities,2014,869
Sierra Leone,30,Hard commodities,2015,1156
Sierra Leone,30,Hard commodities,2016,836
Sierra Leone,30,Hard commodities,2017,838
Sierra Leone,30,Hard commodities,2018,848
Sierra Leone,30,Hard commodities,2019,974
Sierra Leone,30,Hard commodities,2020,792
Sierra Leone,30,Hard commodities,2021,678
Sierra Leone,30,Hard commodities,2022,725
Sierra Leone,30,Hard commodities,2023,678
Sierra Leone,30,Hard commodities,2024,995
Sierra Leone,30,Logging,2001,13
Sierra Leone,30,Logging,2002,4
Sierra Leone,30,Logging,2003,6
Sierra Leone,30,Logging,2004,7
Sierra Leone,30,Logging,2005,9
Sierra Leone,30,Logging,2006,27
Sierra Leone,30,Logging,2007,17
Sierra Leone,30,Logging,2008,10
Sierra Leone,30,Logging,2009,28
Sierra Leone,30,Logging,2010,4
Sierra Leone,30,Logging,2011,24
Sierra Leone,30,Logging,2012,8
Sierra Leone,30,Logging,2013,174
Sierra Leone,30,Logging,2014,113
Sierra Leone,30,Logging,2015,339
Sierra Leone,30,Logging,2016,168
Sierra Leone,30,Logging,2017,75
Sierra Leone,30,Logging,2018,79
Sierra Leone,30,Logging,2019,71
Sierra Leone,30,Logging,2020,393
Sierra Leone,30,Logging,2021,96
Sierra Leone,30,Logging,2022,68
Sierra Leone,30,Logging,2023,44
Sierra Leone,30,Logging,2024,70
Sierra Leone,30,Other natural disturbances,2001,9
Sierra Leone,30,Other natural disturbances,2002,10
Sierra Leone,30,Other natural disturbances,2003,3
Sierra Leone,30,Other natural disturbances,2004,5
Sierra Leone,30,Other natural disturbances,2005,6
Sierra Leone,30,Other natural disturbances,2006,21
Sierra Leone,30,Other natural disturbances,2007,8
Sierra Leone,30,Other natural disturbances,2008,3
Sierra Leone,30,Other natural disturbances,2009,18
Sierra Leone,30,Other natural disturbances,2010,12
Sierra Leone,30,Other natural disturbances,2011,51
Sierra Leone,30,Other natural disturbances,2012,12
Sierra Leone,30,Other natural disturbances,2013,65
Sierra Leone,30,Other natural disturbances,2014,55
Sierra Leone,30,Other natural disturbances,2015,158
Sierra Leone,30,Other natural disturbances,2016,55
Sierra Leone,30,Other natural disturbances,2017,190
Sierra Leone,30,Other natural disturbances,2018,184
Sierra Leone,30,Other natural disturbances,2019,72
Sierra Leone,30,Other natural disturbances,2020,78
Sierra Leone,30,Other natural disturbances,2021,89
Sierra Leone,30,Other natural disturbances,2022,84
Sierra Leone,30,Other natural disturbances,2023,72
Sierra Leone,30,Other natural disturbances,2024,100
Sierra Leone,30,Permanent agriculture,2001,4009
Sierra Leone,30,Permanent agriculture,2002,3151
Sierra Leone,30,Permanent agriculture,2003,2289
Sierra Leone,30,Permanent agriculture,2004,927
Sierra Leone,30,Permanent agriculture,2005,2164
Sierra Leone,30,Permanent agriculture,2006,6059
Sierra Leone,30,Permanent agriculture,2007,4933
Sierra Leone,30,Permanent agriculture,2008,4298
Sierra Leone,30,Permanent agriculture,2009,6135
Sierra Leone,30,Permanent agriculture,2010,1980
Sierra Leone,30,Permanent agriculture,2011,8305
Sierra Leone,30,Permanent agriculture,2012,4277
Sierra Leone,30,Permanent agriculture,2013,28333
Sierra Leone,30,Permanent agriculture,2014,26798
Sierra Leone,30,Permanent agriculture,2015,31855
Sierra Leone,30,Permanent agriculture,2016,19556
Sierra Leone,30,Permanent agriculture,2017,27717
Sierra Leone,30,Permanent agriculture,2018,22601
Sierra Leone,30,Permanent agriculture,2019,20985
Sierra Leone,30,Permanent agriculture,2020,19214
Sierra Leone,30,Permanent agriculture,2021,13586
Sierra Leone,30,Permanent agriculture,2022,12501
Sierra Leone,30,Permanent agriculture,2023,13167
Sierra Leone,30,Permanent agriculture,2024,16829
Sierra Leone,30,Settlements & Infrastructure,2001,445
Sierra Leone,30,Settlements & Infrastructure,2002,230
Sierra Leone,30,Settlements & Infrastructure,2003,262
Sierra Leone,30,Settlements & Infrastructure,2004,205
Sierra Leone,30,Settlements & Infrastructure,2005,331
Sierra Leone,30,Settlements & Infrastructure,2006,1067
Sierra Leone,30,Settlements & Infrastructure,2007,456
Sierra Leone,30,Settlements & Infrastructure,2008,275
Sierra Leone,30,Settlements & Infrastructure,2009,1098
Sierra Leone,30,Settlements & Infrastructure,2010,147
Sierra Leone,30,Settlements & Infrastructure,2011,552
Sierra Leone,30,Settlements & Infrastructure,2012,296
Sierra Leone,30,Settlements & Infrastructure,2013,745
Sierra Leone,30,Settlements & Infrastructure,2014,779
Sierra Leone,30,Settlements & Infrastructure,2015,690
Sierra Leone,30,Settlements & Infrastructure,2016,604
Sierra Leone,30,Settlements & Infrastructure,2017,647
Sierra Leone,30,Settlements & Infrastructure,2018,460
Sierra Leone,30,Settlements & Infrastructure,2019,445
Sierra Leone,30,Settlements & Infrastructure,2020,390
Sierra Leone,30,Settlements & Infrastructure,2021,349
Sierra Leone,30,Settlements & Infrastructure,2022,233
Sierra Leone,30,Settlements & Infrastructure,2023,161
Sierra Leone,30,Settlements & Infrastructure,2024,221
Sierra Leone,30,Shifting cultivation,2001,13979
Sierra Leone,30,Shifting cultivation,2002,11838
Sierra Leone,30,Shifting cultivation,2003,6495
Sierra Leone,30,Shifting cultivation,2004,2845
Sierra Leone,30,Shifting cultivation,2005,4282
Sierra Leone,30,Shifting cultivation,2006,20797
Sierra Leone,30,Shifting cultivation,2007,16122
Sierra Leone,30,Shifting cultivation,2008,16057
Sierra Leone,30,Shifting cultivation,2009,23013
Sierra Leone,30,Shifting cultivation,2010,6550
Sierra Leone,30,Shifting cultivation,2011,24428
Sierra Leone,30,Shifting cultivation,2012,11675
Sierra Leone,30,Shifting cultivation,2013,139989
Sierra Leone,30,Shifting cultivation,2014,132870
Sierra Leone,30,Shifting cultivation,2015,198536
Sierra Leone,30,Shifting cultivation,2016,156450
Sierra Leone,30,Shifting cultivation,2017,203225
Sierra Leone,30,Shifting cultivation,2018,164012
Sierra Leone,30,Shifting cultivation,2019,152894
Sierra Leone,30,Shifting cultivation,2020,133748
Sierra Leone,30,Shifting cultivation,2021,98198
Sierra Leone,30,Shifting cultivation,2022,106289
Sierra Leone,30,Shifting cultivation,2023,85538
Sierra Leone,30,Shifting cultivation,2024,112422
Sierra Leone,30,Wildfire,2001,0
Sierra Leone,30,Wildfire,2004,0
Sierra Leone,30,Wildfire,2005,0
Sierra Leone,30,Wildfire,2006,0
Sierra Leone,30,Wildfire,2011,0
Sierra Leone,30,Wildfire,2012,0
Sierra Leone,30,Wildfire,2013,0
Sierra Leone,30,Wildfire,2015,1
Sierra Leone,30,Wildfire,2016,2
Sierra Leone,30,Wildfire,2017,34
Sierra Leone,30,Wildfire,2018,8
Sierra Leone,30,Wildfire,2019,10
Sierra Leone,30,Wildfire,2020,8
Sierra Leone,30,Wildfire,2021,19
Sierra Leone,30,Wildfire,2022,9
Sierra Leone,30,Wildfire,2023,13
Sierra Leone,30,Wildfire,2024,17
El Salvador,30,Hard commodities,2001,1
El Salvador,30,Hard commodities,2002,0
El Salvador,30,Hard commodities,2003,5
El Salvador,30,Hard commodities,2004,0
El Salvador,30,Hard commodities,2005,8
El Salvador,30,Hard commodities,2006,0
El Salvador,30,Hard commodities,2007,1
El Salvador,30,Hard commodities,2008,1
El Salvador,30,Hard commodities,2009,2
El Salvador,30,Hard commodities,2010,0
El Salvador,30,Hard commodities,2011,5
El Salvador,30,Hard commodities,2012,0
El Salvador,30,Hard commodities,2013,0
El Salvador,30,Hard commodities,2014,1
El Salvador,30,Hard commodities,2016,0
El Salvador,30,Hard commodities,2017,3
El Salvador,30,Hard commodities,2018,0
El Salvador,30,Hard commodities,2019,3
El Salvador,30,Hard commodities,2020,0
El Salvador,30,Hard commodities,2021,4
El Salvador,30,Hard commodities,2022,0
El Salvador,30,Hard commodities,2023,11
El Salvador,30,Hard commodities,2024,2
El Salvador,30,Logging,2001,0
El Salvador,30,Logging,2002,1
El Salvador,30,Logging,2003,0
El Salvador,30,Logging,2004,1
El Salvador,30,Logging,2005,0
El Salvador,30,Logging,2006,1
El Salvador,30,Logging,2007,3
El Salvador,30,Logging,2008,0
El Salvador,30,Logging,2009,0
El Salvador,30,Logging,2010,0
El Salvador,30,Logging,2011,0
El Salvador,30,Logging,2012,1
El Salvador,30,Logging,2013,1
El Salvador,30,Logging,2014,1
El Salvador,30,Logging,2015,20
El Salvador,30,Logging,2016,24
El Salvador,30,Logging,2017,13
El Salvador,30,Logging,2018,7
El Salvador,30,Logging,2019,1
El Salvador,30,Logging,2020,2
El Salvador,30,Logging,2021,0
El Salvador,30,Logging,2022,1
El Salvador,30,Logging,2023,0
El Salvador,30,Logging,2024,2
El Salvador,30,Other natural disturbances,2001,35
El Salvador,30,Other natural disturbances,2002,13
El Salvador,30,Other natural disturbances,2003,27
El Salvador,30,Other natural disturbances,2004,13
El Salvador,30,Other natural disturbances,2005,20
El Salvador,30,Other natural disturbances,2006,48
El Salvador,30,Other natural disturbances,2007,20
El Salvador,30,Other natural disturbances,2008,11
El Salvador,30,Other natural disturbances,2009,19
El Salvador,30,Other natural disturbances,2010,12
El Salvador,30,Other natural disturbances,2011,25
El Salvador,30,Other natural disturbances,2012,29
El Salvador,30,Other natural disturbances,2013,22
El Salvador,30,Other natural disturbances,2014,12
El Salvador,30,Other natural disturbances,2015,10
El Salvador,30,Other natural disturbances,2016,110
El Salvador,30,Other natural disturbances,2017,36
El Salvador,30,Other natural disturbances,2018,55
El Salvador,30,Other natural disturbances,2019,7
El Salvador,30,Other natural disturbances,2020,14
El Salvador,30,Other natural disturbances,2021,36
El Salvador,30,Other natural disturbances,2022,6
El Salvador,30,Other natural disturbances,2023,146
El Salvador,30,Other natural disturbances,2024,10
El Salvador,30,Permanent agriculture,2001,9242
El Salvador,30,Permanent agriculture,2002,4424
El Salvador,30,Permanent agriculture,2003,5739
El Salvador,30,Permanent agriculture,2004,4373
El Salvador,30,Permanent agriculture,2005,5636
El Salvador,30,Permanent agriculture,2006,4369
El Salvador,30,Permanent agriculture,2007,2742
El Salvador,30,Permanent agriculture,2008,3163
El Salvador,30,Permanent agriculture,2009,4099
El Salvador,30,Permanent agriculture,2010,2747
El Salvador,30,Permanent agriculture,2011,3068
El Salvador,30,Permanent agriculture,2012,2300
El Salvador,30,Permanent agriculture,2013,1953
El Salvador,30,Permanent agriculture,2014,2244
El Salvador,30,Permanent agriculture,2015,2261
El Salvador,30,Permanent agriculture,2016,5128
El Salvador,30,Permanent agriculture,2017,4446
El Salvador,30,Permanent agriculture,2018,2443
El Salvador,30,Permanent agriculture,2019,2126
El Salvador,30,Permanent agriculture,2020,2092
El Salvador,30,Permanent agriculture,2021,1335
El Salvador,30,Permanent agriculture,2022,1482
El Salvador,30,Permanent agriculture,2023,1492
El Salvador,30,Permanent agriculture,2024,1524
El Salvador,30,Settlements & Infrastructure,2001,159
El Salvador,30,Settlements & Infrastructure,2002,185
El Salvador,30,Settlements & Infrastructure,2003,179
El Salvador,30,Settlements & Infrastructure,2004,128
El Salvador,30,Settlements & Infrastructure,2005,174
El Salvador,30,Settlements & Infrastructure,2006,148
El Salvador,30,Settlements & Infrastructure,2007,188
El Salvador,30,Settlements & Infrastructure,2008,116
El Salvador,30,Settlements & Infrastructure,2009,129
El Salvador,30,Settlements & Infrastructure,2010,83
El Salvador,30,Settlements & Infrastructure,2011,112
El Salvador,30,Settlements & Infrastructure,2012,155
El Salvador,30,Settlements & Infrastructure,2013,58
El Salvador,30,Settlements & Infrastructure,2014,43
El Salvador,30,Settlements & Infrastructure,2015,81
El Salvador,30,Settlements & Infrastructure,2016,265
El Salvador,30,Settlements & Infrastructure,2017,186
El Salvador,30,Settlements & Infrastructure,2018,128
El Salvador,30,Settlements & Infrastructure,2019,90
El Salvador,30,Settlements & Infrastructure,2020,81
El Salvador,30,Settlements & Infrastructure,2021,105
El Salvador,30,Settlements & Infrastructure,2022,120
El Salvador,30,Settlements & Infrastructure,2023,128
El Salvador,30,Settlements & Infrastructure,2024,117
El Salvador,30,Shifting cultivation,2001,4
El Salvador,30,Shifting cultivation,2002,9
El Salvador,30,Shifting cultivation,2003,2
El Salvador,30,Shifting cultivation,2004,10
El Salvador,30,Shifting cultivation,2005,6
El Salvador,30,Shifting cultivation,2006,5
El Salvador,30,Shifting cultivation,2007,7
El Salvador,30,Shifting cultivation,2008,4
El Salvador,30,Shifting cultivation,2009,7
El Salvador,30,Shifting cultivation,2010,6
El Salvador,30,Shifting cultivation,2011,6
El Salvador,30,Shifting cultivation,2012,8
El Salvador,30,Shifting cultivation,2013,1
El Salvador,30,Shifting cultivation,2014,2
El Salvador,30,Shifting cultivation,2015,0
El Salvador,30,Shifting cultivation,2016,123
El Salvador,30,Shifting cultivation,2017,42
El Salvador,30,Shifting cultivation,2018,22
El Salvador,30,Shifting cultivation,2019,12
El Salvador,30,Shifting cultivation,2020,8
El Salvador,30,Shifting cultivation,2021,3
El Salvador,30,Shifting cultivation,2022,13
El Salvador,30,Shifting cultivation,2023,4
El Salvador,30,Shifting cultivation,2024,14
El Salvador,30,Wildfire,2001,0
El Salvador,30,Wildfire,2002,1
El Salvador,30,Wildfire,2003,0
El Salvador,30,Wildfire,2004,0
El Salvador,30,Wildfire,2005,0
El Salvador,30,Wildfire,2006,1
El Salvador,30,Wildfire,2007,1
El Salvador,30,Wildfire,2008,1
El Salvador,30,Wildfire,2009,2
El Salvador,30,Wildfire,2010,0
El Salvador,30,Wildfire,2011,1
El Salvador,30,Wildfire,2012,0
El Salvador,30,Wildfire,2013,0
El Salvador,30,Wildfire,2016,75
El Salvador,30,Wildfire,2017,2
El Salvador,30,Wildfire,2018,38
El Salvador,30,Wildfire,2019,0
El Salvador,30,Wildfire,2020,1
El Salvador,30,Wildfire,2021,0
El Salvador,30,Wildfire,2022,2
El Salvador,30,Wildfire,2024,0
Somalia,30,Hard commodities,2007,0
Somalia,30,Hard commodities,2017,2
Somalia,30,Logging,2012,0
Somalia,30,Logging,2013,0
Somalia,30,Logging,2014,0
Somalia,30,Logging,2017,0
Somalia,30,Logging,2018,0
Somalia,30,Logging,2019,0
Somalia,30,Logging,2020,0
Somalia,30,Logging,2021,0
Somalia,30,Logging,2022,0
Somalia,30,Logging,2023,0
Somalia,30,Logging,2024,2
Somalia,30,Other natural disturbances,2001,28
Somalia,30,Other natural disturbances,2002,21
Somalia,30,Other natural disturbances,2003,8
Somalia,30,Other natural disturbances,2004,7
Somalia,30,Other natural disturbances,2005,6
Somalia,30,Other natural disturbances,2006,9
Somalia,30,Other natural disturbances,2007,29
Somalia,30,Other natural disturbances,2008,9
Somalia,30,Other natural disturbances,2009,7
Somalia,30,Other natural disturbances,2010,9
Somalia,30,Other natural disturbances,2011,17
Somalia,30,Other natural disturbances,2012,13
Somalia,30,Other natural disturbances,2013,61
Somalia,30,Other natural disturbances,2014,12
Somalia,30,Other natural disturbances,2015,3
Somalia,30,Other natural disturbances,2016,4
Somalia,30,Other natural disturbances,2017,46
Somalia,30,Other natural disturbances,2018,4
Somalia,30,Other natural disturbances,2019,19
Somalia,30,Other natural disturbances,2020,10
Somalia,30,Other natural disturbances,2021,5
Somalia,30,Other natural disturbances,2022,9
Somalia,30,Other natural disturbances,2023,2
Somalia,30,Other natural disturbances,2024,3
Somalia,30,Permanent agriculture,2001,245
Somalia,30,Permanent agriculture,2002,181
Somalia,30,Permanent agriculture,2003,86
Somalia,30,Permanent agriculture,2004,171
Somalia,30,Permanent agriculture,2005,239
Somalia,30,Permanent agriculture,2006,88
Somalia,30,Permanent agriculture,2007,217
Somalia,30,Permanent agriculture,2008,146
Somalia,30,Permanent agriculture,2009,185
Somalia,30,Permanent agriculture,2010,106
Somalia,30,Permanent agriculture,2011,134
Somalia,30,Permanent agriculture,2012,160
Somalia,30,Permanent agriculture,2013,225
Somalia,30,Permanent agriculture,2014,101
Somalia,30,Permanent agriculture,2015,62
Somalia,30,Permanent agriculture,2016,80
Somalia,30,Permanent agriculture,2017,255
Somalia,30,Permanent agriculture,2018,37
Somalia,30,Permanent agriculture,2019,352
Somalia,30,Permanent agriculture,2020,142
Somalia,30,Permanent agriculture,2021,162
Somalia,30,Permanent agriculture,2022,114
Somalia,30,Permanent agriculture,2023,101
Somalia,30,Permanent agriculture,2024,133
Somalia,30,Settlements & Infrastructure,2001,3
Somalia,30,Settlements & Infrastructure,2002,15
Somalia,30,Settlements & Infrastructure,2003,1
Somalia,30,Settlements & Infrastructure,2004,4
Somalia,30,Settlements & Infrastructure,2005,13
Somalia,30,Settlements & Infrastructure,2006,7
Somalia,30,Settlements & Infrastructure,2007,5
Somalia,30,Settlements & Infrastructure,2008,78
Somalia,30,Settlements & Infrastructure,2009,87
Somalia,30,Settlements & Infrastructure,2010,13
Somalia,30,Settlements & Infrastructure,2011,16
Somalia,30,Settlements & Infrastructure,2012,1
Somalia,30,Settlements & Infrastructure,2013,1
Somalia,30,Settlements & Infrastructure,2014,0
Somalia,30,Settlements & Infrastructure,2016,0
Somalia,30,Settlements & Infrastructure,2018,0
Somalia,30,Settlements & Infrastructure,2019,0
Somalia,30,Shifting cultivation,2001,0
Somalia,30,Shifting cultivation,2003,0
Somalia,30,Shifting cultivation,2012,0
Somalia,30,Shifting cultivation,2013,1
Somalia,30,Wildfire,2001,0
Somalia,30,Wildfire,2002,0
Somalia,30,Wildfire,2003,0
Somalia,30,Wildfire,2004,10
Somalia,30,Wildfire,2006,4
Somalia,30,Wildfire,2007,0
Somalia,30,Wildfire,2008,0
Somalia,30,Wildfire,2009,5
Somalia,30,Wildfire,2010,1
Somalia,30,Wildfire,2011,0
Somalia,30,Wildfire,2012,7
Somalia,30,Wildfire,2013,0
Somalia,30,Wildfire,2018,1
Somalia,30,Wildfire,2019,1
Somalia,30,Wildfire,2022,0
Somalia,30,Wildfire,2023,0
Serbia,30,Hard commodities,2001,10
Serbia,30,Hard commodities,2002,7
Serbia,30,Hard commodities,2003,9
Serbia,30,Hard commodities,2004,30
Serbia,30,Hard commodities,2005,22
Serbia,30,Hard commodities,2006,47
Serbia,30,Hard commodities,2007,44
Serbia,30,Hard commodities,2008,85
Serbia,30,Hard commodities,2009,57
Serbia,30,Hard commodities,2010,42
Serbia,30,Hard commodities,2011,60
Serbia,30,Hard commodities,2012,44
Serbia,30,Hard commodities,2013,18
Serbia,30,Hard commodities,2014,51
Serbia,30,Hard commodities,2015,22
Serbia,30,Hard commodities,2016,27
Serbia,30,Hard commodities,2017,28
Serbia,30,Hard commodities,2018,18
Serbia,30,Hard commodities,2019,41
Serbia,30,Hard commodities,2020,105
Serbia,30,Hard commodities,2021,86
Serbia,30,Hard commodities,2022,86
Serbia,30,Hard commodities,2023,149
Serbia,30,Hard commodities,2024,62
Serbia,30,Logging,2001,2059
Serbia,30,Logging,2002,1014
Serbia,30,Logging,2003,748
Serbia,30,Logging,2004,2288
Serbia,30,Logging,2005,1372
Serbia,30,Logging,2006,1666
Serbia,30,Logging,2007,1825
Serbia,30,Logging,2008,2705
Serbia,30,Logging,2009,2233
Serbia,30,Logging,2010,2256
Serbia,30,Logging,2011,1932
Serbia,30,Logging,2012,2715
Serbia,30,Logging,2013,1950
Serbia,30,Logging,2014,3523
Serbia,30,Logging,2015,2553
Serbia,30,Logging,2016,4035
Serbia,30,Logging,2017,3159
Serbia,30,Logging,2018,3445
Serbia,30,Logging,2019,3657
Serbia,30,Logging,2020,4433
Serbia,30,Logging,2021,3685
Serbia,30,Logging,2022,3978
Serbia,30,Logging,2023,7209
Serbia,30,Logging,2024,3819
Serbia,30,Other natural disturbances,2001,9
Serbia,30,Other natural disturbances,2002,1
Serbia,30,Other natural disturbances,2003,0
Serbia,30,Other natural disturbances,2004,1
Serbia,30,Other natural disturbances,2005,9
Serbia,30,Other natural disturbances,2006,1
Serbia,30,Other natural disturbances,2007,8
Serbia,30,Other natural disturbances,2008,11
Serbia,30,Other natural disturbances,2009,2
Serbia,30,Other natural disturbances,2010,3
Serbia,30,Other natural disturbances,2011,2
Serbia,30,Other natural disturbances,2012,11
Serbia,30,Other natural disturbances,2013,18
Serbia,30,Other natural disturbances,2014,18
Serbia,30,Other natural disturbances,2015,1
Serbia,30,Other natural disturbances,2016,31
Serbia,30,Other natural disturbances,2017,4
Serbia,30,Other natural disturbances,2018,3
Serbia,30,Other natural disturbances,2019,2
Serbia,30,Other natural disturbances,2020,64
Serbia,30,Other natural disturbances,2021,3
Serbia,30,Other natural disturbances,2022,7
Serbia,30,Other natural disturbances,2023,50
Serbia,30,Other natural disturbances,2024,21
Serbia,30,Permanent agriculture,2001,21
Serbia,30,Permanent agriculture,2002,5
Serbia,30,Permanent agriculture,2003,12
Serbia,30,Permanent agriculture,2004,25
Serbia,30,Permanent agriculture,2005,11
Serbia,30,Permanent agriculture,2006,27
Serbia,30,Permanent agriculture,2007,20
Serbia,30,Permanent agriculture,2008,79
Serbia,30,Permanent agriculture,2009,23
Serbia,30,Permanent agriculture,2010,9
Serbia,30,Permanent agriculture,2011,25
Serbia,30,Permanent agriculture,2012,70
Serbia,30,Permanent agriculture,2013,29
Serbia,30,Permanent agriculture,2014,46
Serbia,30,Permanent agriculture,2015,29
